Name,Price,Date,Time
Litecoin,70.1,15-01-2024,23:05:48
Litecoin,70.01,15-01-2024,23:18:04
Litecoin,70.01,15-01-2024,23:19:13
Litecoin,69.98,15-01-2024,23:20:33
Litecoin,69.98,15-01-2024,23:22:53
Litecoin,69.98,15-01-2024,23:24:40
Litecoin,70.16,15-01-2024,23:25:57
Litecoin,69.32,18-01-2024,07:55:24
Litecoin,69.32,18-01-2024,07:56:49
Litecoin,69.39,18-01-2024,08:04:54
Litecoin,69.39,18-01-2024,08:05:09
Litecoin,69.41,18-01-2024,08:05:48
Litecoin,69.41,18-01-2024,08:06:07
Litecoin,69.41,18-01-2024,08:06:37
Litecoin,69.41,18-01-2024,08:07:24
Litecoin,69.41,18-01-2024,08:08:55
Litecoin,69.41,18-01-2024,08:09:20
Litecoin,69.41,18-01-2024,08:10:04
Litecoin,68.52,19-01-2024,14:27:48
Litecoin,68.52,19-01-2024,14:28:50
Litecoin,68.52,19-01-2024,14:29:53
Litecoin,68.48,19-01-2024,14:30:56
Litecoin,68.48,19-01-2024,14:35:02
Litecoin,68.61,19-01-2024,14:36:02
Litecoin,68.61,19-01-2024,14:37:02
Litecoin,68.61,19-01-2024,14:38:02
Litecoin,68.61,19-01-2024,14:39:02
Litecoin,68.61,19-01-2024,14:40:02
Litecoin,68.77,19-01-2024,14:59:00
Litecoin,68.77,19-01-2024,14:59:59
Litecoin,68.71,19-01-2024,15:01:00
Litecoin,68.71,19-01-2024,15:01:59
Litecoin,68.71,19-01-2024,15:02:59
Litecoin,68.71,19-01-2024,15:03:59
Litecoin,68.71,19-01-2024,15:05:01
Litecoin,68.62,19-01-2024,15:06:00
Litecoin,68.62,19-01-2024,15:06:59
Litecoin,68.62,19-01-2024,15:07:59
Litecoin,68.62,19-01-2024,15:09:00
Litecoin,68.62,19-01-2024,15:09:59
Litecoin,68.54,19-01-2024,15:11:00
Litecoin,68.54,19-01-2024,15:12:00
Litecoin,68.54,19-01-2024,15:13:00
Litecoin,68.54,19-01-2024,15:14:00
Litecoin,68.54,19-01-2024,15:15:00
Litecoin,68.58,19-01-2024,15:16:00
Litecoin,68.58,19-01-2024,15:17:00
Litecoin,68.58,19-01-2024,15:17:59
Litecoin,68.58,19-01-2024,15:19:00
Litecoin,68.58,19-01-2024,15:20:00
Litecoin,68.6,19-01-2024,15:21:00
Litecoin,68.6,19-01-2024,15:22:01
Litecoin,68.6,19-01-2024,15:23:00
Litecoin,68.6,19-01-2024,15:24:00
Litecoin,68.6,19-01-2024,15:25:00
Litecoin,68.69,19-01-2024,15:26:00
Litecoin,68.69,19-01-2024,15:27:00
Litecoin,68.69,19-01-2024,15:28:00
Litecoin,68.69,19-01-2024,15:29:02
Litecoin,68.69,19-01-2024,15:29:59
Litecoin,68.72,19-01-2024,15:31:01
Litecoin,68.72,19-01-2024,15:32:00
Litecoin,68.72,19-01-2024,15:33:00
Litecoin,68.72,19-01-2024,15:33:59
Litecoin,68.72,19-01-2024,15:35:00
Litecoin,68.74,19-01-2024,15:36:00
Litecoin,68.74,19-01-2024,15:37:00
Litecoin,68.74,19-01-2024,15:38:00
Litecoin,68.74,19-01-2024,15:38:58
Litecoin,68.74,19-01-2024,15:40:01
Litecoin,68.77,19-01-2024,15:40:59
Litecoin,68.77,19-01-2024,15:42:00
Litecoin,68.77,19-01-2024,15:42:59
Litecoin,68.77,19-01-2024,15:43:59
Litecoin,68.77,19-01-2024,15:44:59
Litecoin,68.89,19-01-2024,15:46:01
Litecoin,68.89,19-01-2024,15:46:59
Litecoin,68.89,19-01-2024,15:48:01
Litecoin,68.89,19-01-2024,15:48:59
Litecoin,68.89,19-01-2024,15:50:01
Litecoin,68.89,19-01-2024,15:51:00
Litecoin,68.89,19-01-2024,15:51:59
Litecoin,68.89,19-01-2024,15:53:00
Litecoin,68.89,19-01-2024,15:53:59
Litecoin,68.89,19-01-2024,15:55:01
Litecoin,68.89,19-01-2024,15:55:59
Litecoin,68.89,19-01-2024,15:56:59
Litecoin,68.89,19-01-2024,15:57:59
Litecoin,68.89,19-01-2024,15:59:00
Litecoin,68.89,19-01-2024,16:00:01
Litecoin,69.01,19-01-2024,16:01:00
Litecoin,69.01,19-01-2024,16:02:01
Litecoin,69.01,19-01-2024,16:02:59
Litecoin,69.01,19-01-2024,16:03:59
Litecoin,69.01,19-01-2024,16:04:59
Litecoin,68.9,19-01-2024,16:05:59
Litecoin,68.9,19-01-2024,16:07:01
Litecoin,68.9,19-01-2024,16:08:00
Litecoin,68.9,19-01-2024,16:09:00
Litecoin,68.9,19-01-2024,16:10:01
Litecoin,68.93,19-01-2024,16:10:59
Litecoin,68.93,19-01-2024,16:12:00
Litecoin,68.93,19-01-2024,16:13:00
Litecoin,68.93,19-01-2024,16:14:00
Litecoin,68.93,19-01-2024,16:15:00
Litecoin,68.93,19-01-2024,16:15:59
Litecoin,68.93,19-01-2024,16:17:00
Litecoin,68.93,19-01-2024,16:18:00
Litecoin,68.93,19-01-2024,16:19:01
Litecoin,68.93,19-01-2024,16:20:00
Litecoin,68.9,19-01-2024,16:21:00
Litecoin,68.9,19-01-2024,16:22:00
Litecoin,68.9,19-01-2024,16:22:59
Litecoin,68.9,19-01-2024,16:24:01
Litecoin,68.9,19-01-2024,16:25:00
Litecoin,68.95,19-01-2024,16:26:00
Litecoin,68.95,19-01-2024,16:27:00
Litecoin,68.95,19-01-2024,16:28:00
Litecoin,68.95,19-01-2024,16:29:00
Litecoin,68.95,19-01-2024,16:30:00
Litecoin,69.01,19-01-2024,16:31:00
Litecoin,69.01,19-01-2024,16:32:00
Litecoin,69.01,19-01-2024,16:33:00
Litecoin,69.01,19-01-2024,16:34:01
Litecoin,69.01,19-01-2024,16:35:00
Litecoin,68.93,19-01-2024,16:35:59
Litecoin,68.93,19-01-2024,16:37:00
Litecoin,68.93,19-01-2024,16:38:01
Litecoin,68.93,19-01-2024,16:39:01
Litecoin,68.93,19-01-2024,16:40:00
Litecoin,68.99,19-01-2024,16:40:59
Litecoin,68.99,19-01-2024,16:41:59
Litecoin,68.99,19-01-2024,16:42:59
Litecoin,68.99,19-01-2024,16:44:01
Litecoin,68.99,19-01-2024,16:44:59
Litecoin,68.95,19-01-2024,16:46:00
Litecoin,68.95,19-01-2024,16:47:00
Litecoin,68.95,19-01-2024,16:48:00
Litecoin,68.95,19-01-2024,16:49:00
Litecoin,68.95,19-01-2024,16:50:00
Litecoin,68.9,19-01-2024,16:51:01
Litecoin,68.9,19-01-2024,16:52:00
Litecoin,68.9,19-01-2024,16:53:00
Litecoin,68.9,19-01-2024,16:53:59
Litecoin,68.9,19-01-2024,16:54:59
Litecoin,68.88,19-01-2024,16:56:01
Litecoin,68.88,19-01-2024,16:57:01
Litecoin,68.88,19-01-2024,16:58:00
Litecoin,68.88,19-01-2024,16:59:00
Litecoin,68.88,19-01-2024,17:00:00
Litecoin,70.75,21-01-2024,22:11:02
Litecoin,70.75,21-01-2024,22:12:00
Litecoin,70.75,21-01-2024,22:13:02
Litecoin,70.75,21-01-2024,22:14:01
Litecoin,70.75,21-01-2024,22:15:03
Litecoin,70.74,21-01-2024,22:16:01
Litecoin,70.74,21-01-2024,22:17:01
Litecoin,70.74,21-01-2024,22:18:01
Litecoin,70.74,21-01-2024,22:19:02
Litecoin,70.74,21-01-2024,22:20:01
Litecoin,70.68,21-01-2024,22:21:02
Litecoin,70.68,21-01-2024,22:22:02
Litecoin,70.68,21-01-2024,22:23:01
Litecoin,70.68,21-01-2024,22:24:02
Litecoin,70.68,21-01-2024,22:25:01
Litecoin,70.73,21-01-2024,22:42:01
Litecoin,70.73,21-01-2024,22:43:01
Litecoin,70.73,21-01-2024,22:43:59
Litecoin,70.73,21-01-2024,22:45:00
Litecoin,70.67,21-01-2024,22:46:01
Litecoin,70.67,21-01-2024,22:47:00
Litecoin,70.67,21-01-2024,22:49:01
Litecoin,70.67,21-01-2024,22:50:02
Litecoin,70.66,21-01-2024,22:51:01
Litecoin,70.66,21-01-2024,22:52:00
Litecoin,70.66,21-01-2024,22:53:02
Litecoin,70.66,21-01-2024,22:54:00
Litecoin,70.66,21-01-2024,22:55:00
Litecoin,70.71,21-01-2024,22:55:59
Litecoin,70.71,21-01-2024,22:56:59
Litecoin,70.71,21-01-2024,22:58:01
Litecoin,70.71,21-01-2024,22:59:01
Litecoin,70.71,21-01-2024,23:00:01
Litecoin,70.7,21-01-2024,23:01:01
Litecoin,70.7,21-01-2024,23:02:01
Litecoin,70.7,21-01-2024,23:03:01
Litecoin,70.7,21-01-2024,23:04:03
Litecoin,70.7,21-01-2024,23:05:00
Litecoin,70.68,21-01-2024,23:06:01
Litecoin,70.68,21-01-2024,23:07:01
Litecoin,70.68,21-01-2024,23:08:02
Litecoin,70.68,21-01-2024,23:09:00
Litecoin,70.68,21-01-2024,23:10:00
Litecoin,70.71,21-01-2024,23:11:00
Litecoin,70.71,21-01-2024,23:12:01
Litecoin,70.71,21-01-2024,23:13:00
Litecoin,70.71,21-01-2024,23:14:01
Litecoin,70.71,21-01-2024,23:14:59
Litecoin,70.68,21-01-2024,23:16:01
Litecoin,70.68,21-01-2024,23:17:01
Litecoin,70.68,21-01-2024,23:18:00
Litecoin,70.68,21-01-2024,23:19:01
Litecoin,70.68,21-01-2024,23:20:00
Litecoin,70.69,21-01-2024,23:21:01
Litecoin,70.69,21-01-2024,23:22:01
Litecoin,70.69,21-01-2024,23:23:00
Litecoin,70.69,21-01-2024,23:24:00
Litecoin,70.69,21-01-2024,23:24:59
Litecoin,70.69,21-01-2024,23:25:59
Litecoin,70.69,21-01-2024,23:27:02
Litecoin,70.69,21-01-2024,23:28:00
Litecoin,70.69,21-01-2024,23:29:01
Litecoin,70.69,21-01-2024,23:30:00
Litecoin,70.71,21-01-2024,23:31:00
Litecoin,70.71,21-01-2024,23:32:01
Litecoin,70.71,21-01-2024,23:33:00
Litecoin,70.71,21-01-2024,23:34:00
Litecoin,70.71,21-01-2024,23:35:06
Litecoin,70.71,21-01-2024,23:36:01
Litecoin,70.71,21-01-2024,23:37:01
Litecoin,70.71,21-01-2024,23:38:01
Litecoin,70.71,21-01-2024,23:39:01
Litecoin,70.71,21-01-2024,23:40:01
Litecoin,70.66,21-01-2024,23:41:01
Litecoin,70.66,21-01-2024,23:42:00
Litecoin,70.66,21-01-2024,23:43:00
Litecoin,70.66,21-01-2024,23:44:00
Litecoin,70.66,21-01-2024,23:45:01
Litecoin,70.63,21-01-2024,23:46:01
Litecoin,70.63,21-01-2024,23:47:03
Litecoin,70.63,21-01-2024,23:48:00
Litecoin,70.63,21-01-2024,23:49:00
Litecoin,70.63,21-01-2024,23:50:01
Litecoin,70.7,21-01-2024,23:51:01
Litecoin,70.7,21-01-2024,23:52:00
Litecoin,70.7,21-01-2024,23:53:00
Litecoin,70.7,21-01-2024,23:54:00
Litecoin,70.7,21-01-2024,23:55:01
Litecoin,70.81,21-01-2024,23:56:01
Litecoin,70.81,21-01-2024,23:56:59
Litecoin,70.81,21-01-2024,23:58:00
Litecoin,70.81,21-01-2024,23:59:00
Litecoin,65.21,24-01-2024,21:01:40
Litecoin,65.21,24-01-2024,21:02:00
Litecoin,65.21,24-01-2024,21:03:01
Litecoin,65.21,24-01-2024,21:04:01
Litecoin,65.21,24-01-2024,21:04:59
Litecoin,65.06,24-01-2024,21:06:01
Litecoin,65.06,24-01-2024,21:07:01
Litecoin,65.06,24-01-2024,21:07:59
Litecoin,65.06,24-01-2024,21:08:59
Litecoin,65.06,24-01-2024,21:10:00
Litecoin,65.16,24-01-2024,21:11:00
Litecoin,65.16,24-01-2024,21:12:00
Litecoin,65.16,24-01-2024,21:13:01
